sentence_id,FFD_avg,GD_avg,GPT_avg,TRT_avg,TRT_sum,nFix_avg,nFix_sum,reading_order_avg,subject
106,116.85,129.46,316.38,298.38,3879.0,2.38,31.0,8.85,YAG
107,91.77,110.62,151.69,121.85,1584.0,1.38,18.0,7.77,YAG
108,142.8,191.8,217.0,191.8,959.0,1.6,8.0,2.4,YAG
109,103.3,171.3,321.3,236.5,2365.0,2.0,20.0,6.7,YAG
110,107.15,135.92,338.08,314.46,4088.0,2.77,36.0,6.0,YAG
111,113.2,128.6,228.4,206.1,2061.0,1.9,19.0,5.5,YAG
112,118.73,125.82,249.18,208.82,2297.0,1.82,20.0,7.0,YAG
113,98.75,124.0,124.0,124.0,992.0,1.25,10.0,5.12,YAG
114,124.03,124.03,307.15,260.32,8851.0,2.24,76.0,19.62,YAG
115,130.93,144.64,315.71,273.5,3829.0,2.14,30.0,6.79,YAG
116,123.74,135.68,152.79,138.42,2630.0,1.21,23.0,11.84,YAG
117,94.96,119.65,276.61,254.74,5859.0,2.17,50.0,12.87,YAG
118,115.25,115.25,164.5,164.5,658.0,1.25,5.0,3.0,YAG
119,132.29,155.79,269.79,164.57,2304.0,1.36,19.0,8.93,YAG
120,102.67,102.67,129.44,109.44,985.0,1.11,10.0,6.56,YAG
121,108.78,120.39,287.33,250.22,4504.0,2.28,41.0,8.78,YAG
122,88.86,110.14,110.14,110.14,771.0,1.29,9.0,5.29,YAG
123,142.43,162.71,184.43,162.71,1139.0,1.29,9.0,5.57,YAG
124,114.07,132.86,132.86,132.86,1860.0,1.29,18.0,10.14,YAG
125,109.6,109.6,185.07,153.6,2304.0,1.27,19.0,8.53,YAG
126,111.8,151.7,304.5,280.8,2808.0,2.7,27.0,7.3,YAG
127,101.43,143.57,143.57,143.57,1005.0,1.43,10.0,4.86,YAG
128,112.4,158.96,487.0,240.92,6023.0,2.12,53.0,13.68,YAG
129,111.17,149.92,154.75,149.92,1799.0,1.33,16.0,10.5,YAG
130,104.83,129.67,194.92,135.25,1623.0,1.25,15.0,9.75,YAG
131,136.2,149.8,149.8,149.8,749.0,1.2,6.0,4.0,YAG
132,91.85,108.23,224.38,152.69,1985.0,1.54,20.0,7.38,YAG
133,107.4,123.5,162.1,135.9,2718.0,1.25,25.0,11.35,YAG
134,111.64,137.73,154.32,144.32,3175.0,1.27,28.0,14.86,YAG
135,118.42,125.25,193.25,173.0,2076.0,1.67,20.0,6.0,YAG
136,121.93,139.0,224.53,173.53,2603.0,1.53,23.0,8.73,YAG
137,146.0,146.0,174.0,160.11,1441.0,1.11,10.0,4.89,YAG
138,100.0,125.4,129.33,125.4,1881.0,1.27,19.0,9.73,YAG
139,100.0,108.11,364.22,277.78,2500.0,2.67,24.0,6.22,YAG
140,107.09,132.09,148.73,132.09,1453.0,1.36,15.0,6.27,YAG
141,121.76,132.94,152.76,136.18,2315.0,1.18,20.0,11.76,YAG
142,113.94,123.65,135.12,123.65,2102.0,1.12,19.0,9.82,YAG
143,95.88,106.04,263.42,202.62,4863.0,1.96,47.0,11.92,YAG
144,99.25,99.25,195.62,163.88,1311.0,1.62,13.0,5.0,YAG
145,117.11,117.11,235.44,221.67,1995.0,1.78,16.0,5.56,YAG
146,109.83,125.71,250.54,223.0,5352.0,2.08,50.0,12.08,YAG
147,97.5,102.44,155.17,139.67,2514.0,1.44,26.0,11.17,YAG
148,109.86,141.0,152.86,146.07,2045.0,1.36,19.0,10.5,YAG
149,106.39,111.83,393.22,270.0,4860.0,2.72,49.0,10.56,YAG
150,96.67,213.67,295.67,295.67,887.0,3.0,9.0,1.33,YAG
151,97.05,125.75,173.75,130.2,2604.0,1.35,27.0,15.35,YAG
152,85.0,128.89,128.89,128.89,1160.0,1.33,12.0,6.11,YAG
153,101.62,109.88,167.75,142.75,3426.0,1.46,35.0,13.29,YAG
154,125.67,125.67,243.5,188.67,1132.0,1.5,9.0,3.5,YAG
155,96.82,121.91,304.36,239.27,2632.0,2.09,23.0,6.91,YAG
156,158.7,192.2,203.9,192.2,1922.0,1.2,12.0,6.6,YAG
157,122.6,137.33,185.73,164.2,2463.0,1.53,23.0,10.13,YAG
158,107.25,107.25,240.5,139.75,1118.0,1.25,10.0,4.25,YAG
159,93.33,107.38,156.48,114.0,2394.0,1.19,25.0,12.33,YAG
160,101.67,101.67,278.0,137.89,1241.0,1.11,10.0,7.0,YAG
161,108.33,122.73,155.0,137.33,2060.0,1.27,19.0,9.8,YAG
162,122.0,122.0,122.0,122.0,1708.0,1.0,14.0,9.5,YAG
163,118.5,118.5,382.75,211.0,844.0,1.5,6.0,2.75,YAG
164,135.75,135.75,166.62,166.62,1333.0,1.25,10.0,4.75,YAG
165,113.66,126.94,136.51,129.49,4532.0,1.14,40.0,21.66,YAG
166,114.91,122.73,157.18,133.82,1472.0,1.18,13.0,7.09,YAG
167,97.89,134.37,176.0,167.05,3174.0,1.63,31.0,16.21,YAG
168,128.42,139.27,209.15,167.5,4355.0,1.38,36.0,14.65,YAG
169,98.8,145.8,171.2,156.45,3129.0,1.5,30.0,13.5,YAG
170,107.18,110.35,139.76,133.24,2265.0,1.24,21.0,12.24,YAG
171,117.47,125.74,344.37,185.84,3531.0,1.68,32.0,11.32,YAG
172,93.43,106.13,188.83,145.17,3339.0,1.43,33.0,16.0,YAG
173,108.67,136.9,154.1,139.33,2926.0,1.24,26.0,11.48,YAG
174,99.4,120.25,126.6,120.25,2405.0,1.25,25.0,13.8,YAG
175,107.12,145.12,284.42,251.29,6031.0,2.25,54.0,13.12,YAG
176,182.0,251.0,251.0,251.0,753.0,1.67,5.0,2.67,YAG
177,122.5,135.17,462.33,448.83,2693.0,2.67,16.0,2.5,YAG
178,96.81,106.0,134.0,119.5,1912.0,1.31,21.0,12.25,YAG
179,93.38,126.5,191.5,177.12,1417.0,1.88,15.0,4.75,YAG
180,102.07,112.8,120.87,120.87,1813.0,1.27,19.0,10.07,YAG
181,103.44,111.88,128.06,118.44,1895.0,1.12,18.0,9.06,YAG
182,101.53,113.37,334.0,230.53,4380.0,2.21,42.0,10.0,YAG
183,104.19,135.0,166.69,152.56,2441.0,1.56,25.0,9.69,YAG
184,90.8,106.8,163.3,163.3,1633.0,1.8,18.0,6.7,YAG
185,109.0,129.12,150.62,129.12,1033.0,1.25,10.0,6.5,YAG
186,113.74,134.03,147.65,141.32,4805.0,1.18,40.0,19.38,YAG
187,107.0,137.38,148.12,148.12,1185.0,1.25,10.0,4.88,YAG
188,123.4,135.6,135.6,135.6,678.0,1.2,6.0,4.8,YAG
189,90.67,113.33,133.2,123.87,1858.0,1.33,20.0,10.93,YAG
190,106.47,120.74,256.74,155.84,2961.0,1.42,27.0,11.95,YAG
191,127.3,134.2,168.2,152.8,1528.0,1.2,12.0,7.9,YAG
192,99.56,132.5,145.22,145.22,2614.0,1.33,24.0,11.56,YAG
193,142.89,183.89,332.56,297.44,2677.0,2.44,22.0,5.33,YAG
194,99.27,99.27,158.0,158.0,1738.0,1.36,15.0,7.0,YAG
195,100.11,100.11,162.22,147.61,2657.0,1.5,27.0,10.44,YAG
196,112.54,158.69,185.92,167.38,2176.0,1.54,20.0,8.62,YAG
197,120.57,142.14,142.14,142.14,995.0,1.14,8.0,5.57,YAG
198,118.83,143.08,218.83,153.42,1841.0,1.33,16.0,8.42,YAG
199,123.53,167.63,194.47,194.47,3695.0,1.58,30.0,12.74,YAG
200,90.62,150.69,220.08,164.31,2136.0,1.54,20.0,7.92,YAG
201,95.96,106.08,238.92,112.16,2804.0,1.2,30.0,17.28,YAG
202,88.0,113.33,142.0,142.0,852.0,1.67,10.0,3.83,YAG
203,101.75,121.58,126.38,126.38,3033.0,1.21,29.0,18.38,YAG
204,104.5,134.0,164.64,153.07,2143.0,1.57,22.0,8.21,YAG
205,126.93,143.21,165.36,165.36,2315.0,1.43,20.0,8.79,YAG
206,111.0,145.11,154.22,151.19,4082.0,1.26,34.0,17.74,YAG
207,107.93,178.5,192.71,184.07,2577.0,1.71,24.0,9.0,YAG
208,95.0,114.47,260.0,149.47,2242.0,1.47,22.0,8.53,YAG
209,125.67,125.67,274.44,157.56,1418.0,1.33,12.0,6.56,YAG
210,100.58,105.5,183.58,127.83,1534.0,1.25,15.0,8.75,YAG
211,104.5,131.4,158.4,148.7,1487.0,1.4,14.0,5.9,YAG
212,129.75,152.58,341.25,279.29,6703.0,2.46,59.0,15.92,YAG
213,104.73,121.27,149.07,149.07,2236.0,1.27,19.0,9.07,YAG
214,105.89,113.33,124.94,113.33,2040.0,1.11,20.0,10.0,YAG
215,94.71,94.71,261.57,160.86,1126.0,1.57,11.0,5.57,YAG
216,150.29,175.29,231.14,175.29,1227.0,1.29,9.0,6.14,YAG
217,93.6,112.2,127.7,120.4,1204.0,1.3,13.0,6.4,YAG
218,154.62,172.23,181.46,172.23,2239.0,1.15,15.0,12.54,YAG
219,111.29,125.86,160.29,140.71,985.0,1.29,9.0,4.43,YAG
220,99.14,154.43,165.29,165.29,1157.0,1.57,11.0,4.0,YAG
221,109.71,120.18,137.82,129.24,2197.0,1.29,22.0,11.24,YAG
222,90.29,90.29,90.29,90.29,1535.0,1.0,17.0,14.35,YAG
223,117.83,131.0,154.42,137.33,1648.0,1.17,14.0,7.92,YAG
224,104.91,116.55,126.82,116.55,1282.0,1.09,12.0,6.18,YAG
225,119.12,163.5,249.31,178.75,2860.0,1.25,20.0,11.88,YAG
226,104.31,115.0,133.92,133.92,1741.0,1.23,16.0,6.31,YAG
227,140.0,173.75,190.25,190.25,761.0,1.75,7.0,4.0,YAG
228,112.5,152.19,234.56,230.0,3680.0,2.19,35.0,8.62,YAG
229,104.55,111.18,200.55,178.0,1958.0,1.55,17.0,5.64,YAG
230,106.29,116.71,153.71,126.86,888.0,1.29,9.0,4.57,YAG
231,94.75,94.75,220.75,180.0,720.0,1.5,6.0,1.5,YAG
232,148.57,171.71,188.43,188.43,1319.0,1.43,10.0,4.57,YAG
233,90.62,114.0,201.77,130.46,1696.0,1.46,19.0,9.54,YAG
234,115.73,142.82,238.5,232.27,5110.0,1.95,43.0,13.95,YAG
235,120.2,141.4,141.4,141.4,707.0,1.2,6.0,3.8,YAG
236,108.23,154.18,166.05,162.23,3569.0,1.45,32.0,13.59,YAG
237,111.11,128.2,156.06,141.43,4950.0,1.29,45.0,23.54,YAG
238,109.63,121.05,134.58,124.47,2365.0,1.16,22.0,12.32,YAG
239,113.27,134.36,164.55,164.55,1810.0,1.55,17.0,7.09,YAG
240,113.69,126.94,126.94,126.94,2031.0,1.12,18.0,12.5,YAG
241,130.75,159.5,199.08,199.08,2389.0,1.67,20.0,8.67,YAG
242,98.91,122.55,144.18,122.55,1348.0,1.18,13.0,6.0,YAG
243,127.0,143.44,143.44,143.44,1291.0,1.22,11.0,7.0,YAG
244,126.0,131.3,166.0,142.9,1429.0,1.2,12.0,6.0,YAG
245,99.36,120.82,146.55,146.55,1612.0,1.55,17.0,9.09,YAG
246,100.82,100.82,206.18,197.45,2172.0,1.73,19.0,8.55,YAG
247,101.68,112.73,182.27,121.32,2669.0,1.23,27.0,16.18,YAG
248,97.13,99.74,136.61,120.91,2781.0,1.3,30.0,12.0,YAG
249,113.32,122.46,184.43,134.75,3773.0,1.29,36.0,20.5,YAG
250,110.36,110.36,206.57,126.64,1773.0,1.14,16.0,8.86,YAG
251,94.07,103.43,190.21,159.71,2236.0,1.64,23.0,8.14,YAG
252,94.6,132.9,146.4,132.9,1329.0,1.5,15.0,5.7,YAG
253,125.56,141.56,158.89,158.89,1430.0,1.33,12.0,9.89,YAG
254,114.79,138.41,326.97,266.9,7740.0,2.41,70.0,16.28,YAG
255,102.92,115.77,135.77,115.77,1505.0,1.15,15.0,10.38,YAG
256,118.14,151.71,151.71,151.71,2124.0,1.43,20.0,11.5,YAG
257,108.93,135.0,180.36,172.0,2408.0,1.57,22.0,7.5,YAG
258,90.38,90.38,154.77,134.38,1747.0,1.38,18.0,8.23,YAG
259,107.75,129.88,353.06,231.62,3706.0,2.12,34.0,9.19,YAG
260,126.77,144.62,144.62,144.62,1880.0,1.15,15.0,7.77,YAG
261,121.39,130.46,300.07,208.86,5848.0,1.79,50.0,15.79,YAG
262,103.77,103.77,122.0,114.68,2523.0,1.14,25.0,16.45,YAG
263,110.64,110.64,153.18,131.55,1447.0,1.09,12.0,5.0,YAG
264,107.91,117.83,209.3,185.26,4261.0,1.7,39.0,13.04,YAG
265,106.38,115.31,137.15,127.69,1660.0,1.23,16.0,9.62,YAG
266,114.0,129.86,340.29,242.14,3390.0,2.21,31.0,8.14,YAG
267,117.67,180.0,365.33,307.33,922.0,2.33,7.0,2.0,YAG
268,110.6,120.6,342.1,156.7,1567.0,1.4,14.0,8.2,YAG
269,102.2,122.47,146.33,132.4,1986.0,1.33,20.0,9.33,YAG
270,86.3,92.1,209.7,136.0,1360.0,1.4,14.0,5.1,YAG
271,127.75,127.75,158.08,140.42,1685.0,1.17,14.0,8.42,YAG
272,126.81,149.88,406.31,232.62,3722.0,2.0,32.0,8.5,YAG
273,84.0,128.67,227.67,196.11,1765.0,2.11,19.0,4.22,YAG
274,108.5,156.12,261.44,232.06,3713.0,2.0,32.0,8.5,YAG
275,111.0,122.33,165.22,154.44,1390.0,1.44,13.0,4.0,YAG
276,109.0,115.8,128.6,115.8,1158.0,1.1,11.0,6.9,YAG
277,97.0,102.18,113.09,102.18,1124.0,1.09,12.0,8.82,YAG
278,112.18,120.0,156.18,144.41,2455.0,1.29,22.0,10.35,YAG
279,122.64,122.64,122.64,122.64,1349.0,1.0,11.0,7.0,YAG
280,134.43,147.43,147.43,147.43,1032.0,1.14,8.0,4.0,YAG
281,98.0,182.67,206.5,206.5,1239.0,1.67,10.0,4.33,YAG
282,122.93,142.14,300.43,223.64,3131.0,2.0,28.0,7.43,YAG
283,114.22,122.57,140.54,132.05,4886.0,1.22,45.0,21.27,YAG
284,100.33,132.44,159.89,144.22,1298.0,1.44,13.0,5.89,YAG
285,274.5,407.5,407.5,407.5,1630.0,1.5,6.0,3.25,YAG
286,116.2,128.26,336.34,288.83,10109.0,2.74,96.0,21.29,YAG
287,110.3,128.0,138.3,128.0,1280.0,1.2,12.0,8.4,YAG
288,118.4,133.55,418.35,218.75,4375.0,2.05,41.0,13.1,YAG
289,115.79,131.57,143.29,143.29,2006.0,1.29,18.0,7.86,YAG
290,126.55,126.55,126.55,126.55,1392.0,1.0,11.0,7.36,YAG
291,116.82,116.82,150.64,141.0,1551.0,1.18,13.0,7.36,YAG
292,121.36,143.86,199.93,160.5,2247.0,1.29,18.0,8.57,YAG
293,149.6,174.0,174.0,174.0,870.0,1.2,6.0,5.2,YAG
294,111.15,128.38,152.15,142.46,1852.0,1.23,16.0,9.85,YAG
295,117.78,117.78,162.33,135.11,1216.0,1.22,11.0,6.78,YAG
296,94.17,112.33,127.33,118.67,1424.0,1.33,16.0,8.67,YAG
297,107.89,138.78,189.89,189.89,1709.0,1.67,15.0,4.67,YAG
298,125.6,225.2,225.2,225.2,1126.0,2.0,10.0,3.8,YAG
299,89.12,89.12,185.0,104.75,838.0,1.25,10.0,5.88,YAG
300,111.44,125.88,293.34,231.12,7396.0,2.06,66.0,17.69,YAG
301,82.82,82.82,104.64,94.73,1042.0,1.09,12.0,9.27,YAG
302,114.0,141.4,153.1,153.1,1531.0,1.3,13.0,7.1,YAG
303,110.23,110.23,134.08,121.92,1585.0,1.08,14.0,7.92,YAG
304,112.56,126.75,135.62,126.75,2028.0,1.12,18.0,12.25,YAG
305,154.38,184.62,184.62,184.62,1477.0,1.25,10.0,6.25,YAG
306,90.33,101.28,231.28,202.11,3638.0,2.17,39.0,12.22,YAG
307,97.27,97.27,214.07,115.27,1729.0,1.13,17.0,12.07,YAG
308,117.78,123.33,154.78,138.56,1247.0,1.22,11.0,7.0,YAG
309,108.61,124.17,166.51,141.9,5818.0,1.37,56.0,26.17,YAG
310,119.06,161.0,167.67,167.67,3018.0,1.39,25.0,12.89,YAG
311,101.67,127.44,149.56,135.44,1219.0,1.33,12.0,5.11,YAG
312,111.36,144.05,337.95,311.36,6850.0,2.64,58.0,11.77,YAG
313,108.11,128.67,285.22,257.67,2319.0,2.44,22.0,5.0,YAG
314,106.06,113.78,131.06,126.5,2277.0,1.17,21.0,10.44,YAG
315,103.11,113.0,124.0,114.96,3104.0,1.15,31.0,15.41,YAG
316,111.6,136.64,142.2,136.64,3416.0,1.24,31.0,16.44,YAG
317,119.07,130.26,243.63,226.0,6102.0,2.11,57.0,15.56,YAG
318,114.0,120.86,383.68,233.14,5129.0,2.14,47.0,11.59,YAG
319,125.81,129.62,175.12,154.06,2465.0,1.25,20.0,9.94,YAG
320,131.38,142.25,202.12,153.25,1226.0,1.25,10.0,5.0,YAG
321,120.0,127.94,139.06,135.82,2309.0,1.18,20.0,12.12,YAG
322,97.0,100.64,283.68,218.27,4802.0,2.05,45.0,14.68,YAG
323,112.25,132.25,132.25,132.25,529.0,1.25,5.0,3.0,YAG
324,118.55,128.09,175.0,139.64,1536.0,1.36,15.0,7.91,YAG
325,92.67,102.5,116.83,116.83,701.0,1.33,8.0,3.83,YAG
326,90.55,96.64,284.82,220.73,2428.0,2.18,24.0,7.91,YAG
327,114.15,127.05,139.95,136.15,2723.0,1.2,24.0,12.4,YAG
328,97.85,106.15,106.15,106.15,2123.0,1.1,22.0,16.05,YAG
329,149.33,180.56,197.78,180.56,1625.0,1.22,11.0,8.33,YAG
330,114.11,129.37,313.63,230.95,4388.0,2.05,39.0,13.47,YAG
331,101.43,124.81,154.38,131.76,2767.0,1.33,28.0,13.86,YAG
332,111.73,136.18,158.73,144.73,1592.0,1.36,15.0,7.09,YAG
333,118.27,144.93,270.47,253.6,3804.0,2.47,37.0,9.0,YAG
334,121.8,151.53,332.73,184.4,2766.0,1.73,26.0,10.0,YAG
335,115.87,138.6,138.6,138.6,2079.0,1.2,18.0,10.93,YAG
336,112.88,159.18,159.18,159.18,2706.0,1.41,24.0,11.71,YAG
337,113.69,135.54,189.31,157.31,2045.0,1.31,17.0,6.69,YAG
338,124.07,148.86,154.93,154.93,2169.0,1.29,18.0,8.79,YAG
339,132.07,184.93,218.57,206.07,2885.0,1.57,22.0,9.36,YAG
340,118.62,141.35,164.04,164.04,4265.0,1.42,37.0,21.38,YAG
341,105.2,105.2,142.0,131.53,1973.0,1.13,17.0,10.33,YAG
342,112.54,132.08,150.08,132.08,1717.0,1.15,15.0,7.77,YAG
343,112.29,127.5,195.93,153.0,2142.0,1.43,20.0,10.86,YAG
344,107.78,107.78,427.33,269.78,2428.0,2.33,21.0,5.89,YAG
345,108.38,125.1,193.14,164.24,3449.0,1.67,35.0,12.52,YAG
346,134.82,155.55,173.27,161.91,1781.0,1.27,14.0,9.36,YAG
347,114.53,128.6,177.33,159.73,2396.0,1.53,23.0,9.13,YAG
348,122.67,133.83,174.25,148.58,1783.0,1.33,16.0,7.83,YAG
0,,,,,0.0,,0.0,,YAK
1,,,,,0.0,,0.0,,YAK
2,343.0,343.0,343.0,343.0,343.0,1.0,1.0,2.0,YAK
3,,,,,0.0,,0.0,,YAK
4,,,,,0.0,,0.0,,YAK
5,,,,,0.0,,0.0,,YAK
6,,,,,0.0,,0.0,,YAK
7,,,,,0.0,,0.0,,YAK
8,958.0,958.0,958.0,958.0,958.0,1.0,1.0,2.0,YAK
9,,,,,0.0,,0.0,,YAK
10,,,,,0.0,,0.0,,YAK
11,,,,,0.0,,0.0,,YAK
12,,,,,0.0,,0.0,,YAK
13,,,,,0.0,,0.0,,YAK
14,,,,,0.0,,0.0,,YAK
15,,,,,0.0,,0.0,,YAK
16,,,,,0.0,,0.0,,YAK
17,,,,,0.0,,0.0,,YAK
18,860.0,860.0,860.0,860.0,860.0,1.0,1.0,15.0,YAK
19,,,,,0.0,,0.0,,YAK
20,,,,,0.0,,0.0,,YAK
21,,,,,0.0,,0.0,,YAK
22,,,,,0.0,,0.0,,YAK
23,,,,,0.0,,0.0,,YAK
24,,,,,0.0,,0.0,,YAK
25,,,,,0.0,,0.0,,YAK
26,208.0,208.0,208.0,208.0,208.0,1.0,1.0,6.0,YAK
27,,,,,0.0,,0.0,,YAK
28,107.0,107.0,107.0,107.0,107.0,1.0,1.0,0.0,YAK
29,,,,,0.0,,0.0,,YAK
30,,,,,0.0,,0.0,,YAK
31,,,,,0.0,,0.0,,YAK
32,,,,,0.0,,0.0,,YAK
33,,,,,0.0,,0.0,,YAK
34,,,,,0.0,,0.0,,YAK
35,,,,,0.0,,0.0,,YAK
36,,,,,0.0,,0.0,,YAK
37,,,,,0.0,,0.0,,YAK
38,,,,,0.0,,0.0,,YAK
39,,,,,0.0,,0.0,,YAK
40,,,,,0.0,,0.0,,YAK
41,,,,,0.0,,0.0,,YAK
42,,,,,0.0,,0.0,,YAK
43,,,,,0.0,,0.0,,YAK
44,,,,,0.0,,0.0,,YAK
45,,,,,0.0,,0.0,,YAK
46,,,,,0.0,,0.0,,YAK
47,,,,,0.0,,0.0,,YAK
48,,,,,0.0,,0.0,,YAK
49,,,,,0.0,,0.0,,YAK
100,163.17,242.17,242.17,242.17,1453.0,1.67,10.0,7.0,YAK
101,173.38,205.75,205.75,205.75,1646.0,1.25,10.0,6.12,YAK
102,140.11,199.21,199.21,199.21,3785.0,1.32,25.0,16.53,YAK
103,164.45,164.45,164.45,164.45,1809.0,1.0,11.0,7.55,YAK
104,126.33,141.75,162.42,153.58,1843.0,1.25,15.0,9.33,YAK
105,138.91,170.27,223.45,223.45,2458.0,1.73,19.0,6.36,YAK
106,143.18,176.09,187.09,176.09,1937.0,1.18,13.0,7.73,YAK
107,158.45,188.64,199.91,188.64,2075.0,1.27,14.0,7.09,YAK
108,123.5,248.5,303.25,268.0,1072.0,1.5,6.0,2.75,YAK
109,165.75,175.0,204.25,188.38,1507.0,1.25,10.0,7.25,YAK
110,149.0,169.27,194.27,178.64,1965.0,1.27,14.0,5.73,YAK
111,162.57,238.0,238.0,238.0,1666.0,1.14,8.0,5.29,YAK
112,116.18,146.36,207.27,155.45,1710.0,1.36,15.0,6.91,YAK
113,173.83,173.83,191.5,191.5,1149.0,1.17,7.0,4.67,YAK
114,131.36,131.36,131.36,131.36,3284.0,1.0,25.0,17.16,YAK
115,118.5,202.5,217.88,202.5,1620.0,1.38,11.0,8.62,YAK
116,121.75,131.25,131.25,131.25,2100.0,1.06,17.0,13.44,YAK
117,141.94,168.22,168.22,168.22,3028.0,1.17,21.0,14.89,YAK
118,148.0,148.0,408.0,289.0,578.0,1.5,3.0,2.0,YAK
119,120.42,131.17,140.75,131.17,1574.0,1.08,13.0,8.92,YAK
120,185.89,185.89,196.33,185.89,1673.0,1.0,9.0,5.67,YAK
121,162.89,162.89,162.89,162.89,1466.0,1.0,9.0,9.78,YAK
122,142.0,142.0,182.0,182.0,728.0,1.25,5.0,5.25,YAK
123,157.57,193.57,272.0,249.71,1748.0,1.86,13.0,5.0,YAK
124,142.31,156.23,167.54,167.54,2178.0,1.23,16.0,9.62,YAK
125,132.62,132.62,139.46,132.62,1724.0,1.0,13.0,8.23,YAK
126,218.4,243.6,414.4,243.6,1218.0,1.2,6.0,7.8,YAK
127,159.29,159.29,159.29,159.29,1115.0,1.0,7.0,4.86,YAK
128,125.76,145.88,171.18,171.18,2910.0,1.24,21.0,14.71,YAK
129,137.0,146.0,178.22,146.0,1314.0,1.11,10.0,8.56,YAK
130,152.4,152.4,186.2,161.7,1617.0,1.1,11.0,7.5,YAK
131,166.0,166.0,189.57,166.0,1162.0,1.0,7.0,4.0,YAK
132,135.45,148.73,148.73,148.73,1636.0,1.09,12.0,8.09,YAK
133,130.67,130.67,168.67,168.67,2024.0,1.33,16.0,10.33,YAK
134,106.61,133.94,133.94,133.94,2411.0,1.17,21.0,12.33,YAK
135,135.45,206.91,206.91,206.91,2276.0,1.36,15.0,7.45,YAK
136,126.36,139.55,139.55,139.55,1535.0,1.18,13.0,10.45,YAK
137,141.0,161.57,250.29,210.86,1476.0,1.29,9.0,4.71,YAK
138,128.19,174.25,245.12,224.62,3594.0,1.31,21.0,10.0,YAK
139,109.3,109.3,173.9,146.3,1463.0,1.1,11.0,6.8,YAK
140,171.29,210.0,210.0,210.0,1470.0,1.14,8.0,6.71,YAK
141,126.43,133.71,133.71,133.71,1872.0,1.07,15.0,12.71,YAK
142,159.12,167.5,195.62,195.62,1565.0,1.38,11.0,10.75,YAK
143,112.14,116.57,133.36,124.79,1747.0,1.14,16.0,12.0,YAK
144,149.43,168.57,189.0,189.0,1323.0,1.43,10.0,7.43,YAK
145,215.83,215.83,215.83,215.83,1295.0,1.0,6.0,6.17,YAK
146,161.71,171.14,171.14,171.14,2396.0,1.07,15.0,12.86,YAK
147,124.08,138.62,165.92,150.69,1959.0,1.23,16.0,12.38,YAK
148,135.45,156.73,180.55,156.73,1724.0,1.09,12.0,8.09,YAK
149,126.71,140.35,153.59,147.41,2506.0,1.24,21.0,10.94,YAK
150,140.5,140.5,240.5,140.5,281.0,1.0,2.0,0.5,YAK
151,113.45,139.32,233.09,144.32,3175.0,1.14,25.0,13.59,YAK
152,159.14,219.57,219.57,219.57,1537.0,1.14,8.0,6.43,YAK
153,119.55,144.95,155.9,155.9,3118.0,1.25,25.0,14.2,YAK
154,205.25,205.25,254.0,205.25,821.0,1.0,4.0,3.0,YAK
155,130.38,136.75,173.38,136.75,1094.0,1.12,9.0,6.88,YAK
156,166.57,166.57,166.57,166.57,1166.0,1.0,7.0,5.14,YAK
157,168.58,186.42,186.42,186.42,2237.0,1.17,14.0,11.67,YAK
158,154.0,177.43,177.43,177.43,1242.0,1.29,9.0,4.71,YAK
159,125.25,129.6,129.6,129.6,2592.0,1.05,21.0,13.55,YAK
160,113.83,191.67,191.67,191.67,1150.0,1.33,8.0,6.17,YAK
161,119.42,127.25,147.42,127.25,1527.0,1.08,13.0,8.5,YAK
162,123.44,123.44,123.44,123.44,1111.0,1.0,9.0,9.67,YAK
163,169.33,263.67,263.67,263.67,791.0,1.33,4.0,2.67,YAK
164,92.4,92.4,186.0,186.0,930.0,1.2,6.0,4.6,YAK
165,142.5,157.38,170.0,170.0,4420.0,1.23,32.0,21.35,YAK
166,188.0,206.4,242.5,224.7,2247.0,1.3,13.0,6.4,YAK
167,115.22,142.17,142.17,142.17,2559.0,1.17,21.0,15.78,YAK
168,115.32,118.63,142.21,133.68,2540.0,1.16,22.0,14.74,YAK
169,165.41,175.65,175.65,175.65,2986.0,1.12,19.0,15.47,YAK
170,133.67,144.07,144.07,144.07,2161.0,1.13,17.0,11.6,YAK
171,135.62,139.88,147.62,139.88,2238.0,1.06,17.0,9.75,YAK
172,134.19,138.44,138.44,138.44,2215.0,1.06,17.0,14.69,YAK
173,121.69,132.0,132.0,132.0,2112.0,1.06,17.0,10.38,YAK
174,138.15,138.15,154.38,154.38,2007.0,1.15,15.0,15.38,YAK
175,112.29,132.41,175.24,158.47,2694.0,1.35,23.0,14.53,YAK
176,213.0,213.0,213.0,213.0,639.0,1.0,3.0,3.0,YAK
177,137.5,166.0,514.17,431.5,2589.0,3.0,18.0,2.5,YAK
178,166.92,166.92,184.15,184.15,2394.0,1.08,14.0,9.85,YAK
179,253.0,253.0,253.0,253.0,1012.0,1.0,4.0,4.5,YAK
180,127.75,132.56,132.56,132.56,2121.0,1.06,17.0,10.38,YAK
181,133.43,158.5,170.57,158.5,2219.0,1.07,15.0,9.57,YAK
182,135.43,152.86,152.86,152.86,2140.0,1.21,17.0,9.0,YAK
183,114.14,120.14,133.71,120.14,1682.0,1.07,15.0,9.5,YAK
184,153.0,183.86,183.86,183.86,1287.0,1.29,9.0,7.0,YAK
185,137.14,137.14,137.14,137.14,960.0,1.0,7.0,7.14,YAK
186,112.5,112.5,131.45,125.59,2763.0,1.14,25.0,18.86,YAK
